Hajgiri	ஹாஜ்கிரி
Marriage	மேரேஜ்
Roop	ரூப்
Lekha	லேகா
Elsie	எல்சி
Sereno	செரினோ
Athmah	அத்மா
Tum	தும்
Mere	மேரே
Ho	ஹோ
Magenta	மெஜந்தா
Nationawide	நேஷனாவைட்
Bruce	ப்ரூஸ்
Willis	வில்லிஸ்
Sayfiyy	சய்ஃபி
University	யூனிவர்சிட்டி
of	ஆஃப்
Teeside	டீசைட்
Glenmark	க்ளென்மார்க்
Pharmaceuticals	பார்மாசிட்டிக்கல்ஸ்
Wallece	வாலெஸ்
Collection	கலெக்ஷன்
Matwani	மாட்வானி
Aachaarysuta	ஆசார்யாசுதா
El-arabia	எல்-அரேபியா
Tristram	ட்ரிஸ்ட்ராம்
Steiner	ஸ்டேன்ன்ர்
Leisure	லீஷர்
Limited	லிமிடெட்
Clegg	கிளெக்
Sampriti	சம்பிரிதி
Gwyn	கைன்
Cerelia	செரிலியா
Caroline	காரோலின்
Krishna	கிருஷ்ண
Raja	ராஜா
Sagar	சாகர்
Dam	டேம்
Bhana	பானா
Periyar	பெரியார்
Armen	அர்மன்
Scottish	ஸ்காட்டிஷ்
Church	சர்ச்
College,	காலேஜ்,
Calcutta	கல்கட்டா
The	த
Folklore	ஃப்போக்லோர்
Museum	மியூஸியம்
of	ஆஃப்
Kymi	கைமி
Lohou	லோஹோ
Pope	போப்
John	ஜான்
Paul	பால்
II	II
Cottle	காட்டில்
Pyaasa	பியாஸா
Sawan	ஸாவன்
Dharm	தர்ம
Putra	புத்ரா
Amir	அமிர்
Kabir	கபிர்
Dam	டேம்
Cross	க்ராஸ்
Country	கண்ட்ரி
Roger	ரோஜர்
Telemachus	டெலிமேக்கஸ்
Bheede	பீடே
Fayyadh	ஃபையத்
Girwar	கிர்வார்
Cobra	கோப்ரா
Girl	கேர்ள்
Vinod	வினோத்
Waqt	வக்த்
Ke	கே
Shahzade	ஷாஹ்ஸாதே
Northwestern	நார்த்வெஸ்டர்ன்
Mutual	ம்யூச்சுவல்
Urshita	ஊர்ஷிதா
Styles	ஸ்டைல்ஸ்
Doodh	தூத்
Ka	கா
Karz	கர்ஸ்
Dreama	ட்ரீமா
Mitti	மிட்டி
Ka	கா
Putla	புட்லா
Nabhan	நபன்
Alibaba	அலிபாபா
Paranjape	பரஞ்பே
University	யூனிவர்சிட்டி
of	ஆஃப்
Missouri	மிசோரி
Baladev	பாலதேவ்
Aangan	ஆன்கன்
Ki	கி
Kali	காளி
Anandmayi	ஆனந்தமாயி
National	நேஷனல்
Gallery	கேலரி
of	ஆஃப்
Cannada	கேனடா
Inayat	இனாயாத்
Khan	கான்
Bankebihaari	பாங்கேபிஹாரி
Anjanaa	அஞ்சனா
Murdoch	முர்டோச்
University	யூனிவர்சிட்டி
Jim	ஜிம்
Morrison	மாரிசன்
Andha	அந்தா
Yudh	யுத்
Andrea	அன்டிரியா
Doria	டோரியா
Magda	மேக்டா
Thalassa	தலாஸா
Aachaaryanandanaa	ஆசார்யானான்தனா
Chhote	சோட்டே
Nawab	நவாப்
Jadu	ஜாடு
Tona	டோனா
Mckile	மெக்கிலெ
Tristana	ட்ரிஸ்டானா
Fuji	ஃப்புஜி
Chamkee	சம்கீ
Aaditynandan	ஆதித்யானன்தன்
Constellation	கான்ஸ்டெல்லேஷ்ன்
Energy	எனர்ஜி
Washington	வாஷிங்டன்
Mutual	ம்யூச்சுவல்
Aalha	ஆல்ஹா
Udal	உதல்
Azamat	அஸாமத்
Uran	யூரன்
Zafirah	ஜஃபீரா
Naache	நாச்சே
Nagin	நாகின்
Gali	காலி
Gali	காலி
Canadian	கனடியன்
Poets	பொயட்ஸ்
Award	அவார்ட்
Fort	ஃப்போர்ட்
amherst	ஆம்ஹெர்ஸ்ட்
Nain	நைன்
Mile	மைல்
Chain	சைன்
Kahan	கஹான்
Shindi	ஷிந்தி
Zinna	ஜின்னா
Zona	ஜோனா
Democratie	டெமோகிரேடி
Freestyle	ஃப்ரீஸ்டைல்
Zagiri	ஜகிரி
Sakhi	சகி
Robin	ராபின்
Granite	கிரானைட்
Hyde	ஹைட்
Ab	அப்
To	தோ
Jeene	ஜீனே
Do	தோ
Omaprakaash	ஓமாபிரகாஷ்
Aadat	ஆதாத்
Se	சே
Majboor	மஜ்பூர்
Majaal	மாஜால்
Verrill	வெர்ரில்
Anandmayee	ஆனந்தமாயீ
Ghazi	காஸி
Neil	நீல்
Semon	சேமன்
Karouli	கரவ்ளி
Bruce	புரூஸ்
Yardley	யார்ட்லீ
Taqdeer	தாக்தீர்
Ka	கா
Tamasha	தமாஷா
Boogie	பூகி
woogie	வூகி
Lakshmipathy	லக்ஷ்மிபதி
Balaji	பாலாஜி
Museum	மியூஸியம்
of	ஆஃப்
Scotland	ஸ்காட்லாண்ட்
Hokkaido	ஹோக்கைடோ
Kotwal	கோத்வால்
Aachaarynandan	ஆசார்யனான்தன்
Guglani	குக்லானி
Mohabbat	மொஹபத்
Isko	இஸ்கோ
Kehte	கெஹ்தே
Hain	ஹைன்
Albie	அல்பீ
Morkel	மோர்கெல்
Kyne	கைன்
Favian	ஃபாவியன்
Gurudwara	குருத்வாரா
Badi	படீ
Sangat	சாஹிப்
Ram	ராம்
Tere	தேரா
Kitne	கித்னே
Naam	நாம்
Grahan	கிரஹன்
Deepika	தீபிகா
Danga	டங்கா
Fasad	ஃபசாத்
Tictoria	டிக்டோரியா
Karsen	கார்ஸன்
Raste	ராஸ்தே
Aur	அவுர்
Rishte	ரிஷ்டே
Munsif	முன்சிஃப்
daily	டெய்லி
Phir	பிர்
Bhi	பி
Apna	அப்னா
Hai	ஹை
Muslih	முஸ்லிஹ்
George	ஜார்ஜ்
Bernard	பெர்னாட்
Shaw	ஷா
Shriranjan	ஸ்ரீரஞ்சன்
James	ஜேம்ஸ்
Franklin	ஃப்பிரான்க்லின்
Fort	ஃப்போர்ட்
mchenry	மெக்ஹென்ரி
Everest	எவரஸ்ட்
Ind	இண்ட்
Peter	பீட்டர்
Kirsten	கிர்ஸ்டன்
Asharaf	அஷாரஃப்
Tadhg	டேட்
Mabel	மாபெல்
Anagh	அனாக்
Dhoble	தோப்லே
Odyssey	ஓடிஸ்ஸீ
Banseelal	பன்ஸீலால்
Padmalaya	பத்மாலயா
Danish	தானிஷ்
Kaneria	கனேரியா
Order	ஆர்டர்
of	ஆஃப்
Agricultural,	அக்ரிகல்சுரல்,
Commercial	கமர்ஷியல்
or	ஆர்
Industrial	இண்டஸ்ட்ரியல்
Merit	மெரிட்
Jaheel	ஜஹீல்
Casper	காஸ்பர்
Luxor	லக்சர்
Nakshatra	நக்ஷத்ரா
Block	பிளாக்
Island	ஐலாண்ட்
University	யூனிவர்சிட்டி
of	ஆஃப்
Birmingham	பிர்மிங்காம்
Aadmi	ஆத்மி
Apna	அப்னா
Desh	தேஷ்
Paraye	பராயே
Log	லோக்
The	தி
Meredith	மெரெடித்
Cup	கப்
Wicklow	விக்லோ
Bahira	பாஹிரா
Gurudwara	குருத்வாரா
Imali	இமலி
Shib	சாஹிப்
Eryk	எரிக்
Anil	அனில்
Kumble	கும்பிளே
Abdul	அப்துல்
ganee	கானீ
Mufti	முஃப்தி
Shuchita	ஷுச்சிதா
Harda	ஹர்தா
Delhi	டெல்லி
Kishanganj	கிஷன்கஞ்ச்
Banjare	பஞ்சரே
First	ஃபர்ஸ்ட்
Southern	சதர்ன்
Baptist	பேப்டிஸ்ட்
Zimmedaar	ஸிம்மேதார்
University	யூனிவர்சிட்டி
of	ஆஃப்
Kent	கென்ட்
Order	ஆர்டர்
of	ஆஃப்
the	தி
Estonian	எஸ்டோனியன்
Red	ரெட்
Cross	க்ராஸ்
Hashid	ஹஷித்
Lucas	லுகாஸ்
Salim	சலிம்
Rakh	ராக்
Aur	அவுர்
Chingari	சிங்காரி
Gangrar	கங்ரார்
Aankhon	ஆன்கோன்
Dekhi	தேக்கி
Peak	பீக்
District	டிஸ்ட்ரிக்ட்
Mahaaraajasinh	மஹாராஜாசிங்
China	சீனா
Mobile	மொபைல்
Communications	கம்யூனிக்கேஷன்ஸ்
Keshihan	கேஷிஹான்
Jeevan	ஜீவன்
Prabhat	பிரபாத்
Gelsey	கெல்சீ
Clarendon	கிளாரென்டன்
Pattharon	பத்தாரோன்
Ka	கா
Saudagar	சவுதாகர்
Khidki	கித்கி
Soma	சோமா
Navios	நேவியோஸ்
Maritime	மாரிடைம்
Holdings	ஹோல்டிங்க்ஸ்
Jawharah	ஜவாரா
Modern	மாடர்ன்
Matriculation	மெட்ரிகுலேஷன்
School,	ஸ்கூல்,
Cholvaram	சோல்வரம்
Nagar	நகர்
Dinkar	தினகர்
Qalat	கலாத்
al	அல்
bahrain	பஹ்ரெயின்
Moorat	மூரத்
Jaani	ஜானி
Dost	தோஸ்த்
Lumps	லம்ப்ஸ்
fort	ஃப்போர்ட்
South	சௌத்
China	சைனா
Hawshab	ஹவ்ஷாப்
Watan	வாதன்
Ke	கே
Rakhwale	தாக்வாலே
Rajeshwari	ராஜேஷ்வரி
Marconi	மார்கோனி
Prize	ப்ரைஸ்
Dalasi	தலாசி
Mark	மார்க்
Twain	ட்வெய்ன்
Aabirah	ஆபிரா
Ram	ராம்
Rajya	ராஜ்யா
Family	பேமிலி
Balajee	பாலாஜி
Pallavini	பல்லவினி
Ken	கென்
Rutherford	ருதர்ஃப்போர்ட்
Baijayanthi	பைஜெயந்தி
Rosa	ரோஸா
Hip	ஹிப்
Hip	ஹிப்
Hurrey	ஹுரே
Cape	கேப்
Breton	ப்ரேடன்
Noopur	நூபுர்
National	நேஷனல்
Book	புக்
Critics	க்ரிட்டிக்ஸ்
Circle	சர்கிள்
Award	அவார்ட்
Faith	பெயித்
Missionary	மிஸனரி
Baptist	பேப்டிஸ்ட்
Warren	வாரன்
Community	கம்யுனிட்டி
Mount	மவுண்ட்
Revelstoke	ரெவல்ஸ்டோக்
Tsiolkovsky	ட்ஸியோல்கோவ்ஸ்கி
Pravin	பிரவீன்
Amre	ஆம்ரே
Fort	ஃப்போர்ட்
nelson	நெல்ஸன்
Pendharkar	பெந்தர்கர்
Bhagam	பகம்
Bhag	பாக்
Fort	ஃப்போர்ட்
macon	மாக்கான்
Lajja	லஜ்ஜா
Khalaf	காலாஃப்
Isa	இசா
Guenevere	குய்னெவெர்
Sarmad	சர்மத்
Ghar	கர்
Ka	கா
Sukh	சுக்
Nripinder	ந்ரிபிந்தர்
Stan	ஸ்டன்
Kerry	கெர்ரி
Walmsley	வால்ம்ஸ்லே
Musafir	முஸாஃப்பிர்
Khana	கன்னா
Gilliam	கில்லியம்
Alok	ஆலோக்
Fatehabad	ஃபதேஹாபாத்
Junction	ஜங்ஷன்
Penelope	பெனிலோப்
Rangeela	ரங்கீலா
Arun	அருண்
Jimbo	ஜிம்போ
Andros	ஆன்டிரோஸ்
Museum	மியூஸியம்
of	ஆஃப்
Modern	மாடர்ன்
Art	ஆர்ட்
Chandragupta	சந்திரகுப்தா
Dalsingh	தால்சிங்
Sarai	சராய்
Trishna	த்ரிஷ்னா
Shivnarine	ஷிவ்நாராய்ண்
Chanderpaul	சந்தர்பால்
Jwalamukhi	ஜ்வாலமுகி
Mufeed	முஃபீத்
Bakaalkar	பகால்கர்
Sasural	சாஸுரல்
Adhiwar	அதிவார்
Shane	ஷேன்
Lee	லீ
Azimganj	அஸீம்கஞ்ச்
Junction	ஜங்ஷன்
Aggie	அக்கி
Muslim	முஸ்லிம்
Reddys	ரெட்டிஸ்
Labs	லேப்ஸ்
Fort	ஃப்போர்ட்
bokar	பூகர்
Pyar	பியார்
Ki	கி
Maar	மார்
Modern	மாடர்ன்
Youth	யோத்
Truda	ட்ரூடா
East	ஈஸ்ட்
Siberian	சைபீரியன்
Acaryatanaya	அகார்யாதனாயா
Meri	மேரி
Asha	ஆஷா
Mogadishu	மொகாதிஷு
Saini	சைனி
Meet	மீட்
One	ஒன்
Greet	கிரேட்
One	ஒன்
Mujaffarnagar	முஜ்ஜாபர்நகர்
Kalinjar	கலிங்கார்
Rajput	ராஜ்புட்
Peking	பெகிங்
University	யூனிவர்சிட்டி
Mahindra	மஹிந்த்ரா
Gesco	கெஸ்கோ
Developers	டெவலப்பர்ஸ்
Sonipat	சோனிபத்
Chhupa	சுபா
Chhupee	சுபீ
Giuseppe	கியூஸெப்பே
Miraglia	மிராக்லியா
Kartar	கார்டர்
Iria	இரியா
Brijesh	ப்ரிஜேஷ்
Jagajeet	ஜகாஜீத்
Thirukkulunkunram	திருக்கழுகுன்றம்
Fort	ஃப்போர்ட்
necessity	நெஸஸ்ஸிட்டி
Do	தோ
Hawaldar	ஹவல்தார்
Connley	கோன்லி
Jeanne	ஜீனீ
Zakhami	ஸாக்காமி
Insaan	இன்சான்
Tom	டாம்
Cruise	க்ரூஸ்
Cheryl	சேரில்
Saat	சாத்
Sawal	சவால்
Peter	பீட்டர்
Willey	வில்லி
Smriti	ஸ்மிரிதி
Maa	மா
Ka	கா
Anchal	அன்சல்
Anuradhaa	அனுராதா
Chidaksh	சிடாக்ஷ்
Hum	ஹம்
Diwane	திவானே
Barclays	பார்கிளேஸ்
Khush	குஷ்
Naseeb	நஸீப்
Steve	ஸ்டீவ்
Wozniak	ஓஸ்னியாக்
Arulchelvan	அருள்செல்வன்
Whoopi	ஊஃப்பி
Goldberg	கோல்ட்பர்க்
Wimborn	விம்பார்ன்
Mera	மேரா
Ghar	கர்
Mere	மேரெ
Bachche	பச்சே
Infosys	இனஃபோசிஸ்
Technologies	டெக்காலஜிஸ்
Sultanpuria	சுல்தான்பூரியா
Sagheer	சகீர்
Taranekar	தாரனேகர்
Indrani	இந்திரானி
Burrows	பர்ரோஸ்
Janaki	ஜானகி
Nasha	நஷா
Manchester	மான்செஸ்டர்
Goonj	கூன்ஜ்
Meharbani	மெஹர்பானி
Ishita	ஐஷிதா
Babboo	பாபு
Jet-skiing	ஜெட்-ஸ்கையிங்
Tayke	தாய்கே
Gokul	கோகுல்
Ka	கா
Raja	ராஜா
Darpana	தர்பணா
Lainey	லைனே
Prag	பிராக்
Ova	ஓவா
Baje	பஜே
Ghunghru	குங்ரு
Mukti	முக்தி
Beshaque	பெஷாக்
Zakir	ஜாக்கிர்
Khan	கான்
Mukta	முக்தா
Aakhri	ஆக்ரி
Raasta	ராஸ்தா
Chhoti	சோட்டி
Bahu	பாஹு
Dharamsheel	தரம்ஷீல்
Varadraja	வரதராஜ
Perumal	பெருமாள்
Nam	நாம்
Non	நான்
Raste	ராஸ்தே
Aur	அவுர்
Manzil	மன்ஸில்
Kariba	கரிபா
Dam	டேம்
Lola	லோலா
Chandu	சாந்து
Inigo	இனிகோ
Amareesh	அமாரீஷ்
Bhanuprasad	பானுபிரசாத்
Strait	ஸ்டிரெயிட்
of	ஆப்
Dover	டோவர்
Eyre	ஐரி
Lihir	லிஹிர்
Gold,	கோல்டு,
Limited	லிமிடெட்
Shiv	ஷிவ்
Sunder	சுந்தர்
Das	தாஸ்
Badshahnagar	பாத்ஷாநகர்
Dolti	டோல்தி
Naiya	நய்யா
Antony	ஆண்டனி
Hopkins	ஹாப்கின்ஸ்
Aahwaanit	ஆஹ்வானித்
Bhai	பாய்
