Spingarn	ಸ್ಪಿನ್‌ಗರ್ನ್
Cretan	ಕ್ರೇಟನ್
Ethnology	ಎಥ್ನಾಲಜಿ
Tom	ಟಾಮ್
Hanks	ಹ್ಯಾಂಕ್ಸ್
Naren_dr	ನರೇಂದ್ರ್
All	ಆಲ್
Saints	ಸೈಂಟ್ಸ್
Lutheran	ಲುಥೆರಾನ್
Hamari	ಹಮಾರಿ
Shaan	ಶಾನ್
India	ಇಂಡಿಯಾ
In	ಇನ್
Africa	ಆಫ್ರಿಕಾ
Natasha	ನತಾಶಾ
Namak	ನಮಕ್
Halal	ಹಲಾಲ್
Lakshmikant	ಲಕ್ಷ್ಮೀಕಾಂತ್
Lucky	ಲಕೀ
Number	ನಂಬರ್
Aung	ಆಂಗ್
San	ಸಾಂಗ್
su	ಸೂ
ki	ಕೀ
Kenny	ಕೆನ್ನಿ
Benjamin	ಬೆಂಜಮಿನ್
Etalan	ಇಟಲನ್
de	ಡೆ
Yennenga	ಯೆನೆಂಗಾ
Khush	ಖುಷ್
bakht	ಭಕ್ತ್
Trent	ಟ್ರೆಂಟ್
Aya	ಆಯಾ
Sawan	ಸಾವನ್
Jhoom	ಝೂಮ್
Ke	ಕೆ
Eliot	ಈಲಿಯಟ್
Donny	ಡಾನಿ
Jalia	ಜಲಿಯಾ
Richard	ರಿಚರ್ಡ್
Clarke	ಕ್ಲಾರ್ಕ್
Donna	ಡೊನ್ನಾ
Nabilah	ನಬೀಲಾಲ್
Agni	ಅಗ್ನಿ
Prem	ಪ್ರೇಮ್
Prem	ಪ್ರೇಮ್
Jaal	ಜಾಲ್
Un_manaa	ಉನ್ಮನಾ
Jab	ಜಬ್
Jab	ಜಬ್
Phool	ಪೂಲ್
Khile	ಖಿಲೆ
Wahibah	ವಹೀಬಾ
Bhawani	ಭವಾನಿ
Mandi	ಮಂಡಿ
Chris	ಕ್ರಿಸ್
Drum	ಡ್ರಂ
O	ಓ
Panchhi	ಪಂಛೀ
Ulfah	ಉಲ್ಫಾ
Urmimala	ಊರ್ಮಿಳಾ
Savera	ಸವೇರಾ
Kishori	ಕಿಶೋರಿ
Shararat	ಶರಾರತ್
Ian	ಇಯಾನ್
Healy	ಹೀಲಿ
Strait	ಸ್ಟ್ರೈಟ್
of	ಆಫ್
Gibraltar	ಗಿಬ್ರಾಲ್ಟರ್
Kabuli	ಕಾಬುಲಿ
Khan	ಖಾನ್
Murabbi	ಮುರಬ್ಬಿ
Bhadraaksha	ಭದ್ರಾಕ್ಷ
Sirmilik	ಸಿರ್ಮಿಲಕ್
Bhagavaan	ಭಗವಾನ್
Marenda	ಮರೇಂದಾ
Shaan_ti	ಶಾಂತಿ
Bhakt	ಭಕ್ತ್
Pralhad	ಪ್ರಹ್ಲಾದ್
Fed	ಫೆಡ್
Cup	ಕಪ್
Shail	ಶೈಲ್
sutaa	ಸುತಾ
National	ನ್ಯಾಷನಲ್
Australia	ಆಸ್ಟ್ರೇಲಿಯಾ
Bank	ಬ್ಯಾಂಕ್
Saparna	ಸಪರ್ಣ
Qalandar	ಖಲಂದರ್
Baba	ಬಾಬಾ
Auliya	ಔಲಿಯಾ
Apna	ಅಪ್ನಾ
Bana	ಬನಾ
Lo	ಲೋ
Vakil	ವಕೀಲ್
Babu	ಬಾಬೂ
Menifee	ಮೆನಿಫಿ
Kmart	ಕೆಮಾರ್ಟ್
Holding	ಹೋಲ್ಡಿಂಗ್
Gatana	ಗಟಾನಾ
Reservoir	ರಿಜರ್ವಾಯರ್
John	ಜಾನ್
Maguire	ಮಾಗುರ್
Eldon	ಎಲ್ಡನ್
Vishishat	ವಿಶಿಷ್ಟ
Hind	ಹಿಂದ್
Ka	ಕಾ
Lal	ಲಾಲ್
koch	ಕಾಚ್
industries	ಇಂಡಸ್ಟ್ರೀಸ್
Quade	ಕ್ವೇಡ್
Gunung	ಗುನುಂಗ್
Palung	ಪಲುಂಗ್
Waylon	ವೈಲನ್
Sinclair	ಸಿಂಕ್ಲೇರ್
Mehfil	ಮಹಫಿಲ್
Surasakhaa	ಸುರಸಖ
Kirkwood	ಕಿರ್ಕ್‌ವುಡ್
Dhimaan	ಧೀಮಾನ್
Nabihah	ನಬೀಹಾ
Daag	ದಾಗ್
Rupiah	ರುಪೈಯಾ
Nadr	ನದ್ರ್
Chittaurgarh	ಚಿತ್ತಾರ್‌ಗಢ್
Wernecke	ವೆರ್ನೆಕ್
Love	ಲವ್
And	ಅಂಡ್
Murder	ಮರ್ಡರ್
Collingsworth	ಕಾಲಿಂಗ್ಸ್‌ವರ್ಥ್
Gounaropoulos	ಗೌರ್ನರೋಪೊಲೀಸ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
the	ದ
Municipality	ಮುನಿಸಿಪಲಿಟಿ
of	ಆಫ್
Zografou	ಜೋಗ್ರಾಫೂ
Harry	ಹ್ಯಾರಿ
S.	ಎಸ್.
Truman	ಟ್ರೂಮನ್
Abdul	ಅಬ್ದುಲ್
muqsit	ಮುಕ್ಸೆತ್
Kazantzakis	ಕಝಾನ್‌ಝಾಕಿಸ್
Museum	ಮ್ಯೂಸಿಯಂ
Hollington	ಹೋಲಿಂಗ್ಟನ್
Westaim	ವೆಸ್ಟೈಮ್
Corporation	ಕಾರ್ಪೊರೇಶನ್
Walter	ವಾಲ್ಟರ್
Cronkite	ಕ್ರೋನ್ಕೈಟ್
Baawri	ಬಾವರೀ
Kurukshetra	ಕುರುಕ್ಷೇತ್ರ
Georgian	ಜಾರ್ಜಿಯನ್
Bay	ಬೇ
Bihar	ಬಿಹಾರ
Lynna	ಲಾಯ್ನಾ
Jahangir	ಜಹಂಗೀರ್
Aban	ಅಬಾನ್
LoydChiles	ಲಾಯ್ಡ್‌ಚಿಲೀಸ್
Dum	ಡಂ
Dum	ಡಂ
Cantonment	ಕಂಟೋನ್ಮೆಂಟ್
Aflatoon	ಅಫಲಾತೂನ್
Kowloon	ಕೌಲೂನ್
Reservoir	ರಿಜರ್ವಾಯರ್
Juhi	ಜುಹಿ
Milind	ಮಿಲಿಂದ್
Bridgeport	ಬ್ರಿಜ್‌ಪೋರ್ಟ್
Christian	ಕ್ರಿಶ್ಚಿಯನ್
Ankita	ಅಂಕಿತ
Danish	ಡ್ಯಾನಿಶ್
Dafiyah	ದಫಿಯಾ
Magenta	ಮಜಂತಾ
Daria	ಡರಿಯಾ
Atinderjeet.	ಅತೀಂದ್ರಜೀತ್
Kaduthuruthi	ಕಾಡುತುರುತಿ
Hats'	ಹ್ಯಾಟ್ಸ್
Russian	ರಶ್ಯನ್
War	ವಾರ್
Selena	ಸೆಲೆನಾ
Carlyn	ಕಾರ್ಲಿನ್
Iraaj	ಇರಾಜ್
Chandrashekhar	ಚಂದ್ರಶೇಖರ್
Azad	ಆಜಾದ್
Aaj	ಆಜ್
Ka	ಕಾ
Gundaraj	ಗುಂಡರಾಜ್
Rajneesh	ರಜನೀಶ್
Cumbres	ಕ್ಯುಬ್ರೆಸ್
de	ಡಿ
Monterrey	ಮಾಂಟಿರೆ
Devpura	ದೇವಪುರಾ
Ghar	ಘರ್
Akhir	ಆಖಿರ್
Ghar	ಘರ್
Hai	ಹೈ
Genero	ಜೆನಿರೊ
Yagyamaan	ಯಗ್ಯಮಾನ್
Robert	ರಾಬರ್ಟ್
Redford	ರೆಡ್‌ಫೋರ್ಡ್
Draupadi	ದ್ರೌಪದಿ
Bombay	ಬಾಂಬೆ
Town	ಟೌನ್
Maati	ಮಾಟಿ
Balidan	ಬಲಿದಾನ್
Ki	ಕಿ
Chitchor	ಚಿತ್‌ಚೋರ್
Antoinette	ಆಂಟಾಯ್ನೆಟ್
Karate	ಕರಾಟೆ
Duddhinagar	ದುದ್ಧಿನಗರ್
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
North	ನಾರ್ತ್
Carolina	ಕರೊಲಿನಾ
Talisma	ತಲಿಸ್ಮಾ
Commerzbank	ಕಾಮರ್ಝ್ ಬ್ಯಾಂಕ್
Mexico	ಮೆಕ್ಸಿಕೋ
City	ಸಿಟಿ
Avian	ಏವಿಯನ್
Dalia	ದಲಿಯಾ
Abdul	ಅಬ್ದುಲ್
wajeed	ವಜೀದ್
Fauladi	ಫೌಲಾದೀ
Mukka	ಮುಕ್ಕಾ
Bratislava	ಬ್ರಾಟಿಸ್ಲಾವಾ
Rizwan	ರಿಜ್ವಾನ್
New	ನ್ಯೂ
tavern	ಟವರ್ನ್
fort	ಫೋರ್ಟ್
Amay	ಅಮಯ್
Khurasiya	ಖುರಾಸಿಯಾ
Requin	ರಿಕ್ವಿನ್
Stephen	ಸ್ಟೀಫನ್
Fleming	ಫ್ಲೆಮಿಂಗ್
Punar	ಪುನಾರ್
Milan	ಮಿಲನ್
Angaraaj	ಅಂಗರಾಜ್
Charlotte	ಕಾರ್ಲೊಟ್
Darritola	ದಾರೀತೋಲಾ
Elie	ಈಲೀ
Allen	ಅಲೆನ್
Sohni	ಸೋಹ್ನಿ
Adrienne	ಎಡ್ರೀನ್
Saint	ಸೇಂಟ್
Croix	ಕ್ರೋಕ್ಸ್
Itni	ಇತನೀ
Si	ಸೀ
Baat	ಬಾತ್
Neil	ನೀಲ್
Johnson	ಜಾನ್ಸನ್
Graeme	ಗ್ರೀಮ್
Watson	ವ್ಯಾಟ್ಸನ್
Abdul	ಅಬ್ದುಲ್
muti	ಮುತಿ
Nicholas	ನಿಕೋಲಾಸ್
Appert	ಆಪರ್ಟ್
Award	ಅವಾರ್ಡ್
Mohammad	ಮೊಹಮ್ಮದ್
Hafeez	ಹಫೀಜ್
Nicholas	ನಿಕೊಲಸ್
Financial	ಫೈನಾನ್ಷಿಯಲ್
Chris	ಕ್ರಿಸ್
Lewis	ಲೆವಿಸ್
Meridian	ಮೆರಿಡಿಯನ್
School	ಸ್ಕೂಲ್
Times	ಟೈಮಸ್
Multimedia	ಮಲ್ಟಿಮೀಡಿಯ
Ummayyah	ಉಮ್ಮಯ್ಯಾ
South	ಸೌತ್
Korea	ಕೊರಿಯಾ
Shyamari	ಶ್ಯಮರಿ
Dick	ಡಿಕ್
Chaney	ಚೆನೀ
Padma	ಪದ್ಮ
Vibhushan	ವಿಭೂಷಣ
Gogte	ಗೋಗಟೆ
Charlot	ಕಾರ್ಲಟ್
Kavthekar	ಕಾವ್ತೇಕರ್
Phool	ಪೂಲ್
Khile	ಖಿಲೆ
Hain	ಹೈ
Gulshan	ಗುಲ್ಶನ್
Gulshan	ಗುಲ್ಶನ್
Prometheus	ಪ್ರೊಮೆಥಿಯಸ್
Award	ಅವಾರ್ಡ್
Patale	ಪಟಾಲೆ
Chango	ಚಾಂಗೋ
Rwenzori	ವೆನ್ಜೋರಿ
Mountains	ಮೌಂಟನ್ಸ್
Shumaysah	ಶುಮಾಷಾ
Ituran	ಇಟುರಾನ್
Location	ಲೊಕೇಶನ್
and	ಅಂಡ್
Control	ಕಂಟ್ರೋಲ್
Shobhana	ಶೋಭನಾ
Asif	ಆಸಿಫ್
Masood	ಮಸೂದ್
Aurat	ಔರತ್
Ka	ಕಾ
Inteqam	ಇಂತೆಕಾಮ್
Anshul	ಅಂಶುಲ್
Ghiyath	ಗಿಯಾಥ್
Fort	ಫೋರ್ಟ್
stanwix	ಸ್ಟ್ಯಾನ್‌ವಿಕ್ಸ್
Baddowal	ಬದ್ಧೋವಾಲಾ
Liberace	ಲಿಬರೇಸ್
Janjgir-Champa	ಜಾಂಜ್ಗಿರ್-ಚಂಪಾ
Nongstain	ನಾಂಗ್ ಸ್ಟೈನ್
Essar	ಎಸ್ಸಾರ್
Steel	ಸ್ಟೀಲ್
Kaleemah	ಕಲೀಮಾ
Ek	ಏಕ್
Thi	ಥಿ
Ladki	ಲಡಕಿ
Love	ಲವ್
Marriage	ಮ್ಯಾರೇಜ್
Roop	ರೂಪ್
Lekha	ಲೇಖಾ
Elsie	ಎಲ್ಸೀ
Strasburg	ಸ್ಟ್ರಾಸ್‌ಬರ್ಗ್
Sereno	ಸೆರೆನೋ
Athmah	ಆತ್ಮ
Ek	ಏಕ್
Adhuri	ಅಧೂರೀ
Kahani	ಕಹಾನಿ
Haathi	ಹಾಥಿ
Mere	ಮೆರೆ
Saathi	ಸಾಥಿ
Moonsilver	ಮೂನ್ಸಿಲ್ವರ್
Abdul	ಅಬ್ದುಲ್
mannaan	ಮನ್ನಾನ್
Nationawide	ನೇಶನಾವೈಡ್
Marcia	ಮಾರ್ಸಿಯಾ
Raigad	ರಾಯ್‌ಗಢ್
fort	ಫೋರ್ಟ್
Sayfiyy	ಸೇಫೀ
Glenmark	ಗ್ಲೆನ್ಮಾರ್ಕ್
Pharmaceuticals	ಫಾರ್ಮೆಸಿಟಿಕಲ್ಸ್
Matwani	ಮಟವಾಣಿ
Arlen	ಅರ್ಲೆನ್
Aachaarysuta	ಆಚಾರ್ಯಸುತ
Mount	ಮೌಂಟ್
Kenya	ಕೀನ್ಯಾ
Khaleel	ಖಲೀಲ್
Jenna	ಜೆನ್ನಾ
Madhav	ಮಾಧವ
Trevor	ಟ್ರೆವರ್
Laughlin	ಲಾಫಿನ್
Pransukh	ಪ್ರಾಣಸುಖ
Cerelia	ಸೆರೆಲಿಯಾ
Yorkshire	ಯಾರ್ಕ್‌ಶೈರ್
Dales	ಡೇಲ್ಸ್
Armen	ಆರ್ಮೆನ್
Stacie	ಸ್ಟೇಸಿ
Buffalo	ಬಫೆಲೋ
Acton	ಏಕ್ಟನ್
Pope	ಪೋಪ್
John	ಜಾನ್
Paul	ಪೌಲ್
II	II
Cottle	ಕಾಟ್ಟಲ್
Order	ಆರ್ಡರ್
of	ಆಫ್
William	ವಿಲಿಯಂ
Jonathan	ಜೋನಾಥನ್
Agnew	ಆಗ್ನ್ಯೂ
Dasna	ದಸನಾ
Agathaa	ಅಗಥಾ
Corey	ಕೋರೀ
Collymore	ಕಾಲಿಮೋರ್
Cross	ಕ್ರಾಸ್
Country	ಕಂಟ್ರಿ
Shair	ಶಾಯರ್
Roger	ರೋಜರ್
Telemachus	ಟೆಲಿಮಚುಸ್
Damia	ಡಾಮಿಯಾ
Mehmaan	ಮೆಹ್ಮಾನ್
Fayyadh	ಫೈಯಾದ್
Iron	ಐರನ್
Duke	ಡ್ಯೂಕ್
Amoghaa	ಅಮೋಘಾ
Rockford	ರಾಕ್ ಫರ್ಡ್
Styles	ಸ್ಟೈಲ್ಸ್
Jerry	ಜೆರಿ
Falwell	ಫಾಲ್ವೆಲ್
Doodh	ದೂಧ್
Ka	ಕಾ
Karz	ಕರ್ಜಾ
Dreama	ಡ್ರೀಮಾ
Mark	ಮಾರ್ಕ್
Greatbatch	ಗ್ರೇಟ್‌ಬ್ಯಾಚ್
Colour	ಕಲರ್
Chem	ಕೆಮ್
Alibaba	ಅಲೀಬಾಬಾ
Dev	ದೇವ್
kumar	ಕುಮಾರ್
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Missouri	ಮಿಸ್ಸೌರಿ
Aangan	ಆಂಗನ್
Ki	ಕೀ
Kali	ಕಲೀ
Balraam	ಬಲರಾಮ್
Kismat	ಕಿಸ್ಮತ್
Palat	ಪಲಟ್
Ke	ಕೆ
Dekh	ದೇಖ್
Inayat	ಇನಾಯತ್
Khan	ಖಾನ್
Murdoch	ಮುರ್ಡೋಕ್
University	ಯುನಿವರ್ಸಿಟಿ
Shanon	ಶೆನನ್
Andha	ಅಂಧಾ
Yudh	ಯುದ್ಧ್
Andrea	ಆಂಡ್ರಿಯಾ
Doria	ಡೋರಿಯಾ
Asli	ಅಸಲೀ
Naqli	ನಕಲೀ
Aachaaryanandanaa	ಆಚಾರ್ಯನಂದನಾ
Ghaisas	ಘೈಸಾಸ್
Patil	ಪಾಟಿಲ್
Miss	ಮಿಸ್
Bombay	ಬಾಂಬೆ
Tristana	ತ್ರಿಸ್ತನಾ
Suneeti	ಸುನೀತಿ
Aaditynandan	ಆದಿತ್ಯನಂದನ್
Naami	ನಾಮಿ
Chor	ಚೋರ್
Michael	ಮೈಕೆಲ್
Owens	ಓವೆನ್ಸ್
Aalha	ಆಲ್ಹಾ
Udal	ಉದಲ್
Azamat	ಅಜಮತ್
Uran	ಉರನ್
Vidor	ವಿದೋರ್
Itimad	ಇತಿಮಾದ್
Mehrabani	ಮೆಹರಬಾನೀ
Phir	ಫಿರ್
Aya	ಆಯಾ
Toofan	ತೂಫಾನ್
Canadian	ಕೆನಡಿಯನ್
Poets	ಪೋಯೆಟ್ಸ್
Award	ಅವಾರ್ಡ್
Fidel	ಫಿಡೆಲ್
Nain	ನೈನ್
Mile	ಮಿಲೆ
Chain	ಚೈನ್
Kahan	ಕಹಾ
Shindi	ಶಿಂದಿ
Sandeepan	ಸಂದೀಪನ್
Graham	ಗ್ರಹಾಂ
Roope	ರೂಪ್
James	ಜೇಮ್ಸ್
Whitaker	ವ್ಹಿಟಾಕೇರ್
Muneeb	ಮುನೀಬ್
Zagiri	ಜಾಗಿರಿ
John	ಜಾನ್
Popal	ಪೋಪಾಲ್
Sakhi	ಸಖೀ
Robin	ರಾಬಿನ್
Koc	ಕಾಕ್
Holding	ಹೋಲ್ಡಿಂಗ್
Roseanne	ರೋಸಿಯಾನ್
Rodney	ರಾಡ್ನೆ
Sarwari	ಸಾರ್ವರಿ
Landis	ಲಂಡಿಸ್
Majaal	ಮಜಾಲ್
Verrill	ವೆರಿಲ್ಲಾ
Anandmayee	ಆನಂದಮಯೀ
Karouli	ಕರೌಲಿ
Time	ಟೈಮ್
Warner	ವಾರ್ನರ್
Lakshmipathy	ಲಕ್ಷ್ಮಿಪತಿ
Balaji	ಬಾಲಾಜಿ
Syneron	ಸೈನಿರಾನ್
Medical	ಮೆಡಿಕಲ್
Kotwal	ಕೋತ್ವಾಲ್
Aachaarynandan	ಆಚಾರ್ಯನಂದನ್
Timken	ಟಿಮ್‌ಕಿನ್
Guglani	ಗುಗ್ಲಾಣಿ
Suvarchalaa	ಸುವರ್ಚಲಾ
Hummingbird	ಹಮ್ಮಿಂಗ್‌ಬರ್ಡ್
Favian	ಫಾವಿಯಾನ್
Marcs	ಮಾರ್ಕಸ್
Mcguire	ಮೆಕ್‌ಗ್ವಾಯರ್
Bhatti	ಭಟ್ಟಿ
Ram	ರಾಮ್
Tere	ತೇರಿ
Kitne	ಕಿತನೆ
Naam	ನಾಮ್
Grahan	ಗ್ರಹಣ್
Danga	ದಂಗಾ
Fasad	ಫಸಾದ್
Matsendra	ಮತ್ಸೇಂದ್ರ
Tictoria	ಟಿಕ್ಟೋರಿಯಾ
Order	ಆರ್ಡರ್
of	ಆಫ್
the	ದ
October	ಅಕ್ಟೋಬರ್
Revolution	ರೆವೆಲ್ಯೂಶನ್
Chanton	ಚಾಂಟನ್
Roti	ರೋಟಿ
Kapada	ಕಪಡಾ
Aur	ಔರ್
Makan	ಮಕಾನ್
James	ಜೇಮ್ಸ್
Franklin	ಫ್ರಾಂಕ್ಲಿನ್
Fort	ಫೋರ್ಟ್
mchenry	ಮ್ಯಾಕೆನ್ರಿ
Mohin	ಮೊಹಿನ್
Everest	ಎವರೆಸ್ಟ್
Ind	ಇಂಡ್
Long	ಲಾಂಗ್
Beach	ಬೀಚ್
Tadhg	ತಾದ್ಗ್
Phir	ಫಿರ್
Aayee	ಆಯಿ
Barsat	ಬರಸಾತ್
Anagh	ಅನಘ್
Dhoble	ದೋಬ್ಲೆ
Saajan	ಸಾಜನ್
Mere	ಮೇರೆ
Mein	ಮೇ
Saajan	ಸಾಜನ್
Ki	ಕಿ
Iren	ಐರಿನ್
Simon	ಸೈಮನ್
Jones	ಜಾನ್ಸ್
Lao	ಲಾವೋ
Tzu	ಸು
Order	ಆರ್ಡರ್
of	ಆಫ್
Agricultural,	ಆಗ್ರಿಕಲ್ಚರಲ್,
Commercial	ಕಮರ್ಶಿಯಲ್
or	ಆರ್
Industrial	ಇಂಡಸ್ಟ್ರಿಯಲ್
Merit	ಮೆರಿಟ್
Mera	ಮೇರಾ
Pati	ಬತಿ
Sirf	ಸಿರ್ಫ್
Mera	ಮೇರಾ
Hai	ಹೈ
Luxor	ಲಕ್ಸರ್
Bamanheri	ಬಮನ್‌ಹೇರಾ
Bank	ಬ್ಯಾಂಕ್
Robbery	ರಾಬರಿ
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Birmingham	ಬರ್ಮಿಂಗ್ಹಾಮ್
Aadmi	ಆದಮಿ
Sohni	ಸೋಹನೀ
Mahiwal	ಮಹಿವಾಲ್
Higher	ಹೈಯರ್
Ground	ಗ್ರೌಂಡ್
Apna	ಅಪ್ನಾ
Desh	ದೇಶ್
Paraye	ಪರಾಯೆ
Log	ಲೋಗ್
The	ದಿ
Meredith	ಮೆರಿಡ್ತ್
Cup	ಕಪ್
Fort	ಫೋರ್ಟ್
mackinac	ಮ್ಯಾಕಿನಕ್
James	ಜೇಮ್ಸ್
Dean	ಡೀನ್
Resurrection	ರಿಸರಕ್ಷನ್
Lutheran	ಲುಥೆರಾನ್
Sharan	ಶರಣ್
lenaa	ಲೆನಾ
Bharat	ಭಾರತ್
Milap	ಮಿಲಾಪ್
Nanjing	ನಂಜಿಂಗ್
Museum	ಮ್ಯೂಸಿಯಂ
Mufti	ಮುಫ್ತಿ
Onex	ಓನೆಕ್ಸ್
Afadal	ಅಫದಲ್
Scuba	ಸ್ಕ್ಯೂಬಾ
diving	ಡೈವಿಂಗ್
Brijmohan	ಬೃಜಮೋಹನ್
First	ಫಸ್ಟ್
Southern	ಸದರ್ನ್
Baptist	ಬ್ಯಾಪ್ಟಿಸ್ಟ್
Zimmedaar	ಜಿಮ್ಮೆದಾರ್
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Kent	ಕೆಂಟ್
Sagittarius	ಸಾಜಿಟೇರಿಯಸ್
Kooner	ಕೂನೇರ್
Salim	ಸಲೀಮ್
Shotley	ಶೋಟ್ಲೆ
battery	ಬ್ಯಾಟರಿ
Gelsey	ಗೆಲ್ಸೀ
Angelique	ಏಂಜೆಲಿಕ್
Khidki	ಖಿಡಕಿ
Navios	ನೇವಿಯಸ್
Maritime	ಮೆರಿಟೈಮ್
Holdings	ಹೋಲ್ಡಿಂಗ್ಸ್
James	ಜೇಮ್ಸ್
Anderson	ಆಂಡರ್ಸನ್
Snow	ಸ್ನೋ
Korde	ಕೋರ್ಡೆ
Ambarish	ಅಂಬರೀಶ್
Sapna	ಸಪ್ನಾ
Dinkar	ದಿನಕರ್
Radium	ರೇಡಿಯಂ
Little	ಲಿಟ್ಲ್
Flock	ಫ್ಲಾಕ್
Baptist	ಬ್ಯಾಪ್ಟಿಸ್ಟ್
Lilika	ಲಿಲಿಕಾ
Lumps	ಲುಂಪ್ಸ್
fort	ಫೋರ್ಟ್
Laccadive	ಲಕಾಡೈವ್
Carolina	ಕ್ಯಾರೊಲಿನಾ
shag	ಶಾಗ್
Paisa	ಪೈಸಾ
Ya	ಯಾ
Pyar	ಪ್ಯಾರ್
The	ದಿ
Living	ಲಿವಿಂಗ್
Well	ವೆಲ್
United	ಯುನೈಟೆಡ್
Methodist	ಮೆಥಡಿಸ್ಟ್
Mark	ಮಾರ್ಕ್
Twain	ಟ್ವೈನ್
Aabirah	ಆಬಿರಾ
Genera	ಜೆನೀರಾ
Family	ಫ್ಯಾಮಿಲಿ
Jeena	ಜೀನಾ
Yahan	ಯಹಾ
Computer	ಕಂಪ್ಯೂಟರ್
Sciences	ಸೈನ್ಸಸ್
Ken	ಕೆನ್
Rutherford	ರದರ್‌ಫರ್ಡ್
Baijayanthi	ಬೈಜಯಂತಿ
Bhedi	ಭೇದಿ
Lutera	ಲುಟೇರಾ
National	ನ್ಯಾಶನಲ್
Medal	ಮೆಡಲ್
of	ಆಫ್
Science	ಸೈನ್ಸ್
Cape	ಕೇಪ್
Breton	ಬ್ರೆಟೊನ್
Paisa	ಪೈಸಾ
Yeh	ಯೆ
Paisa	ಪೈಸಾ
Urja	ಊರ್ಜಾ
Imaan	ಈಮಾನ್
Dharam	ಧರಮ್
National	ನ್ಯಾಶನಲ್
Book	ಬುಕ್
Critics	ಕ್ರಿಟಿಕ್ಸ್
Circle	ಸರ್ಕಲ್
Award	ಅವಾರ್ಡ್
Nadine	ನಾದಿನ್
Gordimer	ಗಾರ್ಡಿಮರ್
Shamasher	ಶಮಶೀರ್
Christmas	ಕ್ರಿಸ್ಮಸ್
Island	ಐಲ್ಯಾಂಡ್
Mount	ಮೌಂಟ್
Revelstoke	ರೆವಲ್‌ಸ್ಟೋಕ್
Bancroft	ಬ್ಯಾಂಕ್ರಾಫ್ಟ್
Prize	ಪ್ರೈಜ್
Shell	ಶೆಲ್
Pravin	ಪ್ರವೀಣ್
Amre	ಆಮ್ರೆ
Police	ಪೊಲೀಸ್
Station	ಸ್ಟೇಶನ್
Fort	ಫೋರ್ಟ್
macon	ಮ್ಯಾಕೊನ್
Isa	ಇಸಾ
Shareef	ಶರೀಫ್
Adolf	ಅಡಾಲ್ಫ್
Hitler	ಹಿಟ್ಲರ್
Bank	ಬ್ಯಾಂಕ್
of	ಆಫ್
America	ಅಮೆರಿಕ
Center	ಸೆಂಟರ್
Stan	ಸ್ಟಾನ್
MacArthur	ಮ್ಯಾಕ್‌ಆರ್ಥರ್
Fellowship	ಫೆಲೋಶಿಪ್
Vardha	ವರ್ಧಾ
Musafir	ಮುಸಾಫಿರ್
Khana	ಖಾನಾ
Austral	ಆಸ್ಟ್ರಲ್
Gilliam	ಗಿಲ್ಲಿಯಮ್
Panchkula	ಪಂಚಕುಲಾ
Lavaa	ಲಾವಾ
Sauhaard	ಸೌಹಾರ್ದ್
Arunachal	ಅರುಣಾಚಲ
Inspector	ಇನ್ಸ್‌ಪೆಕ್ಟರ್
Alok	ಅಲೋಕ್
Vaageeshaa	ವಾಗೀಶ
Anand	ಆನಂದ್
Nagar	ನಗರ್
Fatehabad	ಫತೇಬಾದ್
Junction	ಜಂಕ್ಷನ್
Puranik	ಪುರಾಣಿಕ್
Sandhaar	ಸಂಧಾರ್
Rangeela	ರಂಗೀಲಾ
Sanjh	ಸಾಂಝ್
savera	ಸವೇರಾ
Ghaniyah	ಗನಿಯಾಹ್
Tusharkana	ತುಷಾರಕನಾ
Andros	ಆಂಡ್ರೋಸ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
Modern	ಮಾಡ್ರನ್
Art	ಆರ್ಟ್
Mere	ಮೇರೆ
Garib	ಗರೀಬ್
Nawaz	ನವಾಜ್
Trishna	ತೃಷ್ಣಾ
Shivnarine	ಶಿವನಾರಾಯಣ್
Chanderpaul	ಚಂದ್ರಪಾಲ್
Jaisukh	ಜೈಸುಖ್
Mudrika	ಮುದ್ರಿಕ
Pipe	ಪೈಪ್
Smoker	ಸ್ಮೋಕರ್
of	ಆಫ್
the	ದಿ
Year	ಇಯರ್
Nikunj	ನಿಕುಂಜ್
Azhar	ಅಜರ್
Hossain	ಹುಸೇನ್
Adhiwar	ಅಧಿವರ್
Miraj	ಮಿರಜ್
Charlton	ಚಾರ್ಲಟನ್
Heston	ಹೆಸ್ಟಾನ್
Rajnigandha	ರಾಜನೀಗಂಧಾ
Muslim	ಮುಸ್ಲಿಂ
Diksha	ದೀಕ್ಷಾ
Fort	ಫೋರ್ಟ್
bokar	ಬೋಕರ್
Khadijah	ಖದೀಜಾ
Pyar	ಪ್ಯಾರ್
Ki	ಕಿ
Maar	ಮಾರ್
Kedarnath	ಕೇದಾರನಾಥ
Jyotirlinga	ಜ್ಯೋತಿರ್ಲಿಂಗ
Modern	ಮಾಡರ್ನ್
Youth	ಯೂತ್
Trude	ಟ್ರೂಡ್
Mogadishu	ಮೊಗಾದಿಶು
Mujaffarnagar	ಮುಜಾಫರನಗರ್
